Date,RMS P.O,Part Received,Vendor,Promise date,Notes,Vendor Contact,Recieved Date,Carrier,Trackin/Pro#,L,W,H,Weight,Inbound Shipping Charges,Date,Customer,Customer P.O,RMS Invoice #,Ship To,Line #,HS code,Shipped,Invoice Status,L,W,H,Weight,Carrier,Tracking/ Pro#,Crating/ Handling charges,Ship out Charges,Customer contact,Notes
7/18/2024,9632-1,QTY 3 Viton Mechanical Seal PN KSMP - KSW50-250,Jords,7/26/2024,"1 pcs for order 423971409, 1 pc for 42300176388 and 1 pc for stock",,8/9/2024,DHL,3425783841,,,,1LB,,8/9/2024,GE,42300176388,,GE Energy Parts. ATLANTA,,,8/20/2024,Invoiced,4,4,4,1LB,FedEx,778080448113,,,,
8/23/2024,9649,"QTY 2 Packing Set, P/N RPACKX00022",Novaspect,8/29/2024,,KVorwerk@novaspect.com / lpolk@novaspect.com,8/27/2024,UPS,1Z6253760392696663,10,6,4,1LB,,6/6/2024,GE,42300166867,,GE Energy Parts. ATLANTA,,,8/27/2024,Invoiced,10,6,4,1LB,FedEx,778216037899,,,,
8/23/2024,9650,"QTY 2 Gasket, P/N RGASKETX212",Novaspect,8/29/2024,,KVorwerk@novaspect.com / lpolk@novaspect.com,8/27/2024,UPS,1Z6253760394837659,11,8,6,1LB,,6/5/2024,GE,42300166320,,GE Energy Parts. ATLANTA,,,8/27/2024,Invoiced,11,8,6,1LB,FedEx,778216004007,,,,
,9651,"QTY 5 adapter blocks, qty 6 Extensions for tank magnets",RIZHAO,,2 blocks for the GE order the rest for stock. Exten for stock,,10/26/2024,FedEx,4 boxes,,,,,,8/15/2024,GE,42300177223,,GE Energy Parts. ATLANTA,,,In process,,,,,,,,,,,
8/30/2024,9652,QTY 1 Flow Switch PN FX-0750,Ameritrol,Stock,,sales-team@ameritrol.com,9/9/2024,UPS,1ZYA97370344535168,12,8,8,5LBS,,8/30/2024,GE,42300179379,,GE Energy Parts. ATLANTA,,,9/10/2024,Invoiced,12,8,8,5LBS,FedEx,778493834830,,,,
9/3/2024,9653,"QTY 2 Ball Valves PN 1"" 88-TH-0100-SXX",Lesman,9/24/2024,,gina@lesman.com,,,,,,,,,9/2/2024,GE,42300179676,,GE Energy Parts. ATLANTA,,,In process,,,,,,,,,,,
8/30/2024,9654,"QTY 6 Splice Conector 3m 5301 and QTY 28 Splice Kit 3m 5300 plus Crimps,bolts, nuts",Ebay / Menards,,Order paid online,kchristober@jordenergy.com.au,,,,,,,,,8/27/2024,Jords,111527,,Contact ECI,,,9/11/2024,Invoiced,10,10,10,8LBS,DHL,9525288334,,,,
9/9/2024,9655,"NUT - ASTM A194 B8M Class-2 QTY 100 NUT 5/8"" - 11 UNC / QTY 26 NUT - 3/4"" - 10 UNC NUT /QTY 26 NUT - 1"" - 8 UNC",Mc Master,9/9/2024,Order paid online,,9/10/2024      9/11/2024,UPS,1Z6028360362852381                                        1Z1800200364482036,13    9-1/2,8         6-1/2,5         3-1/2,22LBS             5LBS,,9/2/2024,Jords,111559,,Contact ECI,,7318.15.2065,9/11/2024,Invoiced,13,8,5,26LBS,UPS,1Z2Y36Y30393710821,,,,
9/12/2024,9656,QTY 2 Fire Detector PN 17343-124-425F,Gexpro,9/12/2025,,jmoore@gexproservices.com,"2/5/2025
02/24/2025",UPS,"1Z2044E40344653890
1Z2044E40344096340",,,,0.80LBS,,9/2/2024,GE,42300179883,,GE Energy Parts. ATLANTA,,,In process,,,,,1LBS,FedEx,772646783013,,,,
9/10/2024,9657,QTY 2 #10 size Screws (91773A829) and Nuts (91841A195) 100 per pack.,Mc Master,9/11/2024,Order paid online,,,UPS,1Z6028360362909007,,,,2 lb,,8/27/2024,Jords,111527,,Contact ECI,,,9/11/2024,Invoiced,10,10,10,8LBS,DHL,9525288334,,,,
9/20/2024,9658,"QTY 2 Cage, Upper  P/N 2U231833272",Novaspect,10/11/2024,,kvorwerk@novaspect.com,10/2/2024,FedEx,280070577519,11,8,6,12LBS,,9/20/2024,GE,42300182824,,GE Energy Parts. ATLANTA,,,10/2/2024,Invoiced,11,8,6,12LBS,FedEx,778971293901,,,,
9/19/2024,9659,QTY 2 Relief Valve PN RDBA-LAV,Hydradyne,12/12/2024,,Aleksy@cmafh.com,11/22/2024,UPS,1Z6025520360539681,7,9,3,1.00 LBS,,9/19/2024,GE,42300182494,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,6,6,6,1LB,FedEx,771111966581,,,,
9/24/2024,9660,QTY 2 AIRBLEED VALVE PN ,Hydradyne,9/24/2024,,Aleksy@cmafh.com,11/22/2024,UPS,1Z6025520360539252,7,9,3,1.10 LBS,,9/24/2024,GE,42300183250,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,4,4,4,1LB,FedEx,771112124763,,,,
9/30/2024,9661-1,QTY 1 REDUCER PRESSURE REGULATOR AND CERTS,Swanson Flo,11/8/2024,,,11/11/2024,UPS,1Z6918560398751290,22,15,15,29 LBS,,9/19/2024,Jords,111672,,Contact ECI,,8481.10.0020,11/11/2024,Invoiced,10,10,10,29LBS,UPS,1Z2Y36Y30397503511,,,,
10/3/2024,9662,QTY 2 Spring  P/N 1-504-02-820 or P/N M6708738,M&M Control,10/11/2024,,Adam.Lebavitz@mmcontrol.com,10/14/2024,,,8,8,5,1LB,,10/3/2024,GE,42300184247,,GE Energy Parts. ATLANTA,,,10/15/2024,Invoiced,8    6,8   6,5   6,1LB,FedEx,779278761121         779875486764,,,,
10/4/2024,9663,QTY 2 Tank Magnets SLX-21-SS plus extension rods,RMS,Stock,Items taken from RMS stock,Sales,,,,,,,,,10/3/2024,Jords,111746,,Contact ECI,,8505.90.8000,10/4/2024,Invoiced,25,6,3,7LBS,UPS,1Z2Y36Y30396303079,,,,
10/14/2024,9664,QTY 1 Pressure Switch PN B424 XFS06 200#,Hatfield,11/13/2024,,mpratl@hatfieldandcompany.com,11/18/2024,UPS,1Z6188450358069140,9,9,8,3LBS,,10/4/2024,GE,42300184782,,GE Energy Parts. ATLANTA,,,11/18/2024,Invoiced,9,9,8,3LBS,FedEx,770040064857,,,,
10/16/2024,9665,Block Stop and Roller  Track,Motion,10/24/2024,12 - RB URM15 Rcv'd                     1 -  VLRY 3 Rcv'd,,10/23/2024       10/24/2024 10/28/2024    10/28/2024,UPS,1Z6135000398013110                                  1Z6135000398562161                           1Z6135000394524218                             1Z6135000394462204,5            6          13          13,7         6        10      10,5         7         9         9,2LBS               4LBS              39LBS             36LBS,,10/15/2024,Jords,111296,,Contact ECI,,,10/29/2024,Invoiced,12,12,8,39LBS,UPS,1Z2Y36Y30395805298 1Z2Y36Y30399079683,,,,
10/16/2024,9666,QTY 2 Woven Tape ,COTRONICS ,11/4/2024,Shipped to ECI,,11/6/2024,,,,,,,,10/10/2024,Jords,111821,,Contact ECI,,,Handled by ECI,,,,,,,,,,,
10/16/2024,9667,"QTY 20 MANIFOLD GASKET, TEFLON",The Blythe Co.,,,,10/18/2024,UPS,,,,,,,,Jords,111851,,,,3926.90.4590,10/22/2024,Invoiced,8,6,1,0.5LBS,DHL,8996113081,,,,
10/23/2024,9668,QTY 9 Alarms Strobe PN YL50/D50/R/RL/WR,AJV Company,4 Weeks,Picked for ECI in Moflash to YMD,,,DHL,3649826563,,,,,,9-Oct,Jords,111735,,ECI shipped from AJV to YMD,,,Documents sent to ECI on 01/31/2025,Invoiced,,,,,DHL,3649826563,,,,
10/18/2024,9669,QTY 1 Regulator Repair Kit P/N R67CFRX0012,"Novaspect, Inc",10/24/2024,,,10/24/2024,FedEx,280919825398,12,10,6,1LB,,10/16/2024,GE,42300186248,,GE Energy Parts. ATLANTA,,,10/25/2024,Invoiced,12,10,6,1LB,FedEx,779520607190,,,,
10/18/2024,9670,QTY 2 TANK MAGNET ,Motion,10/25/2024,RMS Stock,,11/18/2024,UPS,1Z6135000395858366,24,4,5,4LBS,,11/8/2024,RMS,9670,,RMS Stock,,,,,,,,,,,,,,
10/21/2024,9671,QTY 2 Solenoid Valve PN 6510-D03-115HA-31,Federal Fluid,12/24/2024,,,12/4/2024,UPS,1Z850A77YW33780896,,,,12LBS,,10/18/2024,GE,42300186566,,GE Energy Parts. ATLANTA,,,1/8/2024,Invoiced,13,13,9,12 LBS,FedEx,771296565910,,,,
10/23/2024,9672,QTY 2  Alarm Strobe - Order Cancelled,RMS,4 Weeks,RMS Stock - Order Cancelled,,,,,,,,,,10/22/2024,AJV Technical Equipment,,,,,,,,,,,,,,,,,
10/23/2024,9673,DHL Shipping Charges,RMS,,Referential PO for invoicing,,,,,,,,,,9/16/2024,Jords,111659,,-------,,,,,,,,,,,,,,
11/5/2024,9674,QTY 2 Osborn Load Runners PN VLRY-3 3/4,Motion,,Other items taken from stock,,11/11/2024,UPS,1Z6135000393444182,8,8,8,10LBS,,,,111862,,,,8842.40.0000,11/11/2024,Invoiced,6,6,6,13LBS,UPS,1Z2Y36Y30395676124,,,,
11/12/2024,9675,QTY 2 Strainer Sump PN: C-50-2-60,RMS,,Item taken from the stock,,,,,,,,,,11/5/2024,Jords,111987,,Contact ECI,,8421.29.0065,11/18/2024,Invoiced,10,10,10,4LBS,UPS,1Z2Y36Y30399197733,,,,
11/18/2024,9676,QTY 20 CORTEC VPCI 111,Amazon,,,,,,,,,,,,9/20/2024,Jords,111677,,Contact ECI,,8536.30.8000,11/18/2024,Invoiced,8,8,8,2LBS,UPS,1Z2Y36Y30394771264,,,,
11/18/2024,9677,QTY 1 COUPLING SPIDER INSERT PN TRC180E,RMS,,Item Taken from stock,,,,,,,,,,9/6/2024,GE,42300189150,,GE Energy Parts. ATLANTA,,,11/18/2024,Invoiced,6,6,6,2LBS,FedEx,770041301721,,,,
11/21/2024,9678,QTY 3 FILTER ELEMENT PN HC8300FKT30ZYGE ,RMS,,Item Taken from stock,,,,,,,,,,10/28/2024,GE,42300187813,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,21,40,7,33LBS,FedEx,771111752719,,,,
11/21/2024,9679,QTY 4 TEFLON SEAL PN 1-503-24-065,M&M,12/23/2024,,,12/30/2024,UPS,1Z6412490391478257,13,11,5,2LBS,,11/18/2024,GE,42300191168,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,13,11,5,2LBS,FedEx,771112309427,,,,
12/11/2024,9680,QTY 1 SOLENOID VALVE DYNEX 6510-D03-230/HAC,FPP,12/23/2024,,,,,,,,,,,11/15/2024,GE,42300190797,,GE Energy Parts. ATLANTA,,,2/10/2025,Invoiced,16,13,9,8.00 LBS,FedEx,771987367809,,,,
12/13/2024,9681,"QTY 2 REPAIR KIT 2""RK-88-0200. QTY 2 SEAT OF VALVE PN 964387",NCI,2 - 3 Weeks,,,2/28/2025,Fedex,285851945512,11,10,10,2.00 LBS,,11/15/2024,GE,42300190797,,GE Energy Parts. ATLANTA,,,2/10/2025,Invoiced,16,13,9,8.00 LBS,FedEx,771987367809,,,,
12/13/2024,9682,QTY 2 Gasket & Seal Kit P/N L50825-12,Flow Products,1/17/2025,,,,,,,,,,,11/15/2024,GE,42300190797,,GE Energy Parts. ATLANTA,,,2/10/2025,Invoiced,16,13,9,8.00 LBS,FedEx,771987367809,,,,
11/21/2024,9683-1,QTY 1 SUN HYD VALVE PN RDFA-LAV @ 1815PSI,Hydradyne,1 Week,,,11/25/2024,UPS,1Z6025520360539467,6,6,4,1.00 LBS,,11/7/2024,GE,42300189354,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
11/21/2024,9684,QTY 1 Fully Adjustable Needle Valve T-13A PN NFCC-HCV,Lynch,11/22/2024,,,11/25/2024,UPS,1Z27YE430347091987,7,5,5,1.00 LBS,,11/7/2024,GE,42300189354,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
11/21/2024,9685,QTY 3 Differential Pressure Regulator PN EB4-5S27-14X57570B,Swanson,1/7/2024,Received in Cerritos - ECI on 01/31/2025,,,,,,,,,,11/13/2024,Jords,112064,,Contact ECI,,,Shipped from ECI paperwork sent on 02/04/2025,Invoiced,,,,,,,,,,Shipped from ECI paperwork sent on 02/04/2025
11/21/2024,9686,QTY 9 Alarm Strobe PN YL50/D50/R/RL/WR,AJV,,Picked for ECI in Moflash to YMD,,,DHL,3649826563,,,,,,,Jords,111951,,ECI shipped from AJV to YMD,,,Picked for ECI in Moflash to YMD,Invoiced,,,,,3649826563,,,,,
11/28/2024,9687,QTY 1 PRESSURE GAUGE PN 256169LG/C,Ametek,12/9/2024,Received in ECI,,12/11/2024,UPS,1Z6E78E20346197761 ,,,,,,11/20/2024,Jords,111896,,"Received in ECI, they handled it",,,,Invoiced,,,,,,,,,,
12/2/2024,9688,QTY 1 Oil Seal CR 16077 Line 1. QTY 25 ROTOR CLIP PN SH-39 STPA 25PC BAG Line 3.,Motion,12/4/2024,,,12/30/2024,,1Z1296430300815807                        1ZAC21480303623841,15          9,10       9,2         5,1LB                1LB,,11/22/2024,GE,42300192013,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,6,6,6,2LBS,FedEx,771113109862,,,,
12/2/2024,9689,QTY 2 Sun Relief Valve PN RDDA-LAV. Line 2,Hydradyne,12/9/2024,,,12/30/2024,,1Z6025520360546860,6,6,5,2LBS,,11/22/2024,GE,42300192013,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,6,6,6,2LBS,FedEx,771113109862,,,,
12/13/2024,9690,QTY 2 L095 HYTREL SPIDER INSERT P/N 68514425310,BSF,12/12/2024,Expect receive it 12/16,,,UPS,1Z4866030365356354,,,,,,,GE,42300192072,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,9,7,1,1LB,FedEx,771112668685,,,,
12/3/2024,9691,QTY 1 Pressure Switch PN B424T XFS06 10IW,Hatfield,12/31/2024,,,,UPS,1Z6188450359420392,,,,4LBS,,,GE,42300192450,,GE Energy Parts. ATLANTA,,,,,9,9,8,1LBS,FedEx,772161845630,,,,
12/3/2024,9692-1,QTY 1 Pressure Gauge PN 45 1379SS 02L XC4LLPD 3500#/BR,Hatfield,12/22/2024,,,12/30/2024,UPS,1Z6188450359012547,,,,4LBS,,11/26/2024,GE,42300192527,,GE Energy Parts. ATLANTA,,,2/20/2025,,9,9,8,5LBS,FedEx,772161553802,,,,
11/25/2024,9693,"QTY 6 DAYTON Suction Strainer,3"" FNPT PN 1P812",Zoro,,Order paid online Ref# WB7422724712,,11/29/2024,FEDEX,6653051060,12,15,16,39LBS,,11/9/2024,Jords,111795,,Contact ECI,,8421.29.0065,12/2/2024,Invoiced,36,8,8,24LBS,UPS,1Z2Y36Y30397168349,,,,
11/25/2024,9694,"QTY 6 DAYTON Suction Strainer,3"" FNPT PN 1P812",Zoro,,Order paid online Ref# WB7422724712,,11/29/2024,FEDEX,6653051060,12,15,16,39LBS,,11/9/2024,Jords,111796,,Contact ECI,,8421.29.0065,12/2/2024,Invoiced,36,8,8,34LBS,UPS,1Z2Y36Y30398687956,,,,
12/13/2024,9695,QTY 1 SERVOVALVE H19FOFA4VD4R PN G771K626A,Scott Industrial Systems,2/26/2025,,,3/3/2025,UPS,1Z4739660391014484,,,,2.90 LBS,,11/11/2024,GE,42300192906,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
12/11/2024,9696,"GASKETS: 231-11-013 QTY 2, 231-11-150 QTY 3, 231-11-154 QTY 1",Buffalo,12/19/2024,Line 4 of the cust. order should be taken from RMS stock,,12/30/2024,UPS,1Z1237410353904888,14,14,5,3LBS,,12/3/2024,GE,42300193649,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,14,14,5,3LBS,FedEx,771112792866,,,,
12/11/2024,9697,"QTY 4 Casing Ring, P/N 204-29-157",Buffalo,12/17/2024,,,12/30/2024,UPS,1Z1237410154637428,10,10,7,2LBS,,11/19/2024,GE,42300191360,,GE Energy Parts. ATLANTA,,,12/30/2024,Invoiced,10,10,7,2LBS,FedEx,771112956646,,,,
12/12/2024,9698,QTY 1 FLOW SWITCH PN V10SS,Lesman,12/27/2024,,,1/16/2025,UPS,1Z6208880311691408,,,,0.70 LBS,,12/10/2024,GE,42300194688,,GE Energy Parts. ATLANTA,,,2/18/2025,,8,7,6,1LBS,FedEx,772162015285,,,,
12/13/2024,9699,QTY 1 REPAIR KIT R67CFRX0012,Novaspect,12/19/2024,For stock. Need to identify Country of Origin for GE order 42300186248,,,Fedex,283393413112,,,,1LBS,,12/13/2024,RMS,For Stock,,,,,,,,,,,,,,,,
12/17/2024,9700,"QTY 1 1931LG 0-200/KPA 1/2"" AMETEK SPEC # 250392XLG",RMS,,Taken from the stock liine number AG15.,,,,,,,,,,12/17/2024,GE,42300196191,,GE Energy Parts. ATLANTA,,,12/30/2024,,4,4,4,4LBS,FedEx,771112509547,,,,
12/18/2024,9701 -1,QTY 12 URETHANE BUMPERPN RB-15URM-12. QTY 24 Load Runners PN VLRY-3 3/4,Motion,1/3/2025,,,1/8/2025,UPS,"1Z6135000397153104, 1Z6135000398953613, 1Z6135000398261718",,,,28 LBS,,11/27/2024,Jords,112152,,Contact ECI,,,12/7/2025,Invoiced,12,12,10,840,UPS,1Z2Y36Y30395540789,,,,
12/26/2024,9702,"QTY 1  1"" SOLENOID VALVE  PN 303701""",FORBERG,3/25/2025,,,3/21/2025,UPS,1Z4506930390257863,,,,,,12/17/2024,GE,42300196147,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
12/21/2024,9703,QTY 1 Weatherproof Receptacle Box PN 5324-0,GRAINGER,1 Week,,,1/3/2025,Fedex,408832891933,,,,0.6LBS,,12/20/2024,Jords,112269,,YMD (Shipped to ECI),,,1/21/2025,Invoiced,,,,2 LBS,UPS,1Z2Y36Y30398774174,,,,
12/21/2024,9704,QTY 1 Switchplate PN HBL1795 and QTY 1 Switch PN HBL1201I,Crescent Electric,1/15/2024,,,,,,,,,,,12/20/2024,Jords,112269,,YMD (Shipped to ECI),,,1/21/2025,Invoiced,,,,2 LBS,UPS,1Z2Y36Y30398774174,,,,
12/20/2024,9705,QTY 1 Receptacle PN GFNT2-I and QTY 1 Box PN 1GM73-GY,GRAYBAR,12/24/2024,,,12/24/2024,UPS,1Z4530300369053650,,,,1.10LBS,,12/20/2024,Jords,112269,,YMD (Shipped to ECI),,,1/21/2025,Invoiced,,,,2 LBS,UPS,1Z2Y36Y30398774174,,,,
12/21/2024,9706,QTY 4 HIRSCHMANN-TYPE DIN 43650 FORM A ,GRAINGER - ONLINE,,Adaptors for solenoid valve. 2pcs for stock.,,12/24/2024,Fedex,433958258828,,,,7 LBS,,10/18/2024,GE,42300186566,,GE Energy Parts. ATLANTA,,,1/8/2024,Invoiced,13,13,9,12 LBS,FedEx,771296565910,,,,
12/27/2024,9707,QTY 2 Receptacle PN GFNT2-I and QTY 1 Box PN 1GM73-GY,GRAYBAR,,,,12/27/2025,UPS,1Z4530300368715008,,,,,,12/24/2024,Jords,112135-1,,Contact ECI,,,13-Jan,Invoiced,,,,2 LBS,UPS,1Z2Y36Y30397856560,,,,
1/6/2025,9708,QTY 1 HYTREL INSERT PN BSF M400-470H,FPP,1/7/2025,,,,,,,,,,,12/18/2024,GE,42300196402,,GE Energy Parts. ATLANTA,,,2/10/2025,Invoiced,7,6,6,1.00 LBS,Fedex,771991634955,,,,
1/8/2025,9709,QTY 4 TUBE GASKET PN 121808,R.P. Adams,4/3/2025,,,,UPS,1Z1284920356214078,,,,,,1/6/2025,GE,42300197812,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
1/10/2025,9710,QTY 1 PACKING SET PN 005-0957P0001,Novaspect,1/27/2025,,,1/14/2025,UPS,1Z6253760396739501,,,,1.00 LBS,,1/9/2025,GE,42300198639,,GE Energy Parts. ATLANTA,,,2/10/2025,INVOICED,11,6,5,1.00 LBS,Fedex,771989021411,,,,
1/14/2025,9711,QTY 1 Gasket PN RGASKETX212 ,Novaspect,1/21/2025,,,1/17/2025,UPS,1Z6253760399506597,,,,1.00 LBS,,13-Jan-25,GE,42300199120,,GE Energy Parts. ATLANTA,,,2/12/2025,INVOICED,11,8,7,3.00 LBS,Fedex,771988554075,,,,
"
",9712,QTY 1 Flow Switch PN V10-SS,LESMAN,2/20/2025,,,1/17/2025,UPS,1Z6208880311693237,,,,0.70 LBS,,12/21/2024,Jords,112283,,YMD,,,2/7/2025,INVOICED,,,,1.00 LBS,DHL,7592704980,,,,
1/14/2025,9713,"QTY 1 Packing SetP/N RPACKX00022 and QTY 2 Repair Kit, P/N R67CFRX0012",Novaspect,1/20/2025,,,1/17/2025,UPS,1Z6253760390795238,,,,2.00 LBS,,1/10/2025,GE,42300198908,,GE Energy Parts. ATLANTA,,,4/7/2025,,13,11,7,1.00 LBS,Fedex,880320688118,,,,
1/14/2025,9714,QTY 1 Pressure Gauge 250392XLG and QTY 1  Cert of Conformance,Ametek,4/15/2025,,,4/8/2025,UPS,1Z3626880375080080,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2025,9715,QTY 1 Packing Set PN RPACKX00022 ,Novaspect,1/16/2025,,,1/17/2025,UPS,1Z6253760396091808,,,,1.00 LBS,,,GE,42300199217,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
,9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2025,9717,QTY  1  Repair Kit PN R67CFRX0012,Novaspect,1/31/2025,,,,,,,,,,,,GE,42300198640,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
1/17/2025,9718,QTY 2 O'Ring PN 10A3482X022 and QTY 2 Seal Ring PN 10A3484X012,Novaspect,1/31/2025,,,,,,,,,,,,GE,42300197121,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
1/18/2025,9719,QTY 2  O-RING PN 4588-0104-ORNG,Stock,1/20/2025,Item taken from RMS stock,,,,,,,,,,,GE,42300199120,,GE Energy Parts. ATLANTA,,,2/12/2025,INVOICED,11,8,7,3.00 LBS,Fedex,771988554075,,,,
"1/18/2025
",9720,QTY 2 COVER O-RING PN 4284-1013-ORNG,Stock,1/20/2025,,,,,,,,,,,1/14/2025,GE,42300199347,,GE Energy Parts. ATLANTA,,,1/21/2025,INVOICED,9,9,8,1.00 LBS,Fedex,771580912917,,,,
1/20/2025,9721,QTY 3 Gasket RGASKETX212,Novaspect,2/6/2025,,,1/24/2025,FedEx,284673902898,13,10,7,3.00 LBS,,1/10/2025,GE,42300198829,,GE Energy Parts. ATLANTA,,,4/7/2025,,12,10,7,2.00 LBS,FedEx,880319060685,,,,
1/24/2025,9722,QTY 2 Gasket P/N RGASKETX212 And Packing Set  P/N RPACKX00022 ,Novaspect,1/27/2025,,,,,,,,,,,,GE,42300198445,,GE Energy Parts. ATLANTA,,,4/7/2025,,11,9,7,0.45 LBS,FedEx,880319954515,,,,
"1/26/2025
",9723,QTY 1 Solenoid Valve PN C016CA99009999V,Stock,2/7/2025,,,,,,,,,,,,GE,"42300201175
",,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
1/28/2025,9724,QTY 1 CART ELEMENT ,Ritter,4/27/2025,,,,,,,,,,,,GE,42300200954,,GE Energy Parts. ATLANTA,,,4/7/2025,,7,7,7,1.00 LBS,FedEx,880320580559,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1/29/2025,9725,QTY 1  GAUGE PN 120-SA-10-00,Lesman,2/14/2025,Order cancelled,,,,,,,,,,,GE,42300202380,,GE Energy Parts. ATLANTA,,,2/12/2025,INVOICED,25,13,9,9.00 LBS,Fedex,772037177981,,,,
" 1/31/2025
",9726,QTY 1 Filter Cartridge  PN PH520-03-CGVRF,Stock,2/3/2025,,,,,,,,,,,1/29/2025,Jords,112445,,Contact ECI,,,,,,,,,,,,,,CUSTOMER CANCELLED THE ORDER
1/31/2025,9727,QTY 5 O'Ring Gasket PN 0391-00-037,Hilliard,2/13/2025,Item for RMS stock,,,UPS,1Z6208880311719549,,,,,,,RMS,,,,,,,,,,,,,,,,,
2/3/2025,9728,QTY 1 Pressure Gauge PN 255391,Stock,2/3/2025,,,,,,,,,,,,GE,42300202902,,GE Energy Parts. ATLANTA,,,,,9,8,8,1LBS,Fedex,772161968313,,,,
2/4/2025,9729,QTY 1 Flow Switch PN V10-SS,Lesman,2/26/2025,,,,UPS,1Z6208880311719549,,,,1LBS,,,Jords,112467,,Ship to ECI,,,2/28/2025,INVOICED,8,6,1,1LBS,UPS,1Z2Y36Y30398021003,,,,
,9730,QTY 12 Door Latch,UES,,,,,,,,,,,,2/4/2025,GE,42300203186,,GE Energy Parts. ATLANTA,,,3/17/2025,,12,12,16,38 LBS,Fedex,772729433672,,,,
,9731,,UES / RMS,,,,,,,,,,,,2/4/2025,GE,42300203186,,GE Energy Parts. ATLANTA,,,3/17/2025,,,,,,Fedex,772729433672,,,,
2/7/2024,9732,"QTY 16 Ball Valves PN 1"" 88-TH-0100-SXX",Lesman,"qty 15 2/5/2025
qty 1 2/28/2025",,,,UPS,1Z6208880311781552 / 1Z6208880311781561 / 1Z6208880311781570,,,,19.40LBS / 37LBS /42LBS,,2/4/2025,GE,42300203099,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
" 2/7/2025
",9733,QTY 1 Packing Set PN RPACKX00022,Novaspect,,,,,UPS,1Z6253760396647726,1LBS,,,,,,GE,42300200037,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
2/18/2025,9734,QTY 8 Sounder (Horn) PN YL5-D50-R-RF-WR,AJV,,,,,,,,,,,,2/5/2025,Jords,112507,,,,,,,,,,,,,,,,
2/24/2025,9735,QTY 4 18-8 Bolt PN 91292A234 QTY 1  Lockwasher PN 92148A214 QTY 4  18-8 Bolt PN 91292A675 QTY 4 Steel Eyebolt PN 3107T44 QTY 1 Head Screw PN 90128A278 QTY 1 Head Screw PN 90128A256 QTY 1  Split Lock PN 91202A238  QTY 1 Split Lock PN91202A230,McMaster,,Ordered and paid online,,,UPS,,,,,,,,GE,42300189354,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
2/24/2025,9736,QTY 8 Head Plug PN 9-6408-HHP-2 QTY 6 Head Plug PN 9-6408-HHP-6 QTY 3 Head Plug PN 9-6408-HHP-12 QTY 4 Head Plug PN 9-6408-HHP-16,Surpus Center,,Ordered and paid online,,,UPS,,,,,,,,GE,42300189354,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
2/24/2025,9737,"QTY 2 STRAINER, SUMP STAINLESS STEEL PN CASS50-2-60 SS",Flow Ezy,6-8 weeks,,,4/2/2025,UPS,1Z4575840348106840,,,,4.10 LBS,,2/19/2025,Jords,112598,,Contact spalanivel@jordenergy.com.au,,,4/10/2025,,,,,4.00 LBS,UPS,1Z2Y36Y30396934610,,,,
2/24/2025,9738,"QTY 2 STRAINER, SUMP STAINLESS STEEL PN CASS50-2-60 SS",Flow Ezy,6-8 weeks,,,4/2/2025,UPS,1Z4575840348405651,,,,4.10 LBS,,2/18/2025,Jords,112391-1,,Contact spalanivel@jordenergy.com.au,,,,,,,,,,,,,,
3/6/2025,9739,QTY 5 FLOW SWITCHY V10SS,Lesman,2 - 3 Weeks,,,,,,,,,,,2/27/2025,Jords,112655,,Contact ASUGASEELAN@JORDENERGY.COM.AU (ASHWIN),,,Order 9750 shipped instead of 9739 (package lost),,,,,,,,,,,
,9740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2025,9741,QTY 3 Gasket PN RGASKETX212 ,Novaspect,,,,3/14/2025,FeDeX,286394963344,,,,4LBS,,,GE,42300207995,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
